CO_NAME,Cline_Code,[Company Long Name,[Sector,[Industry
Dipco,13996,Dipco Ltd,Finance,Finance - Investment / Others
SBEC Sugar,14001,SBEC Sugar Ltd,Sugar,Sugar - Others
Regent Realtech,14003,Regent Realtech Ltd,Consumer Durables,Domestic Appliances - White Goods
Sybly Industries,14010,Sybly Industries Ltd,Textiles,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg
Financial & Mgt,14056,Financial & Management Services Ltd,Finance,Finance - Small
Hatsun Agro,14064,Hatsun Agro Product Ltd,FMCG,Food And Dairy Products - Indian - Large
Indo Vanillon,14079,Indo Vanillon Chemicals Ltd,Chemicals,Chemicals - Speciality - Medium / Small
ICRA,14083,ICRA Ltd,Credit Rating Agencies,Miscellaneous - Medium / Small
Jayshree Chem.,14087,Jayshree Chemicals Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
Anand Duplex,14103,Anand Duplex Ltd,Paper,Paper - Medium / Small
Rajesh Exports,14110,Rajesh Exports Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Large
Amit Internation,14123,Amit International Ltd,Textiles,Textiles - Socks
CARE Ratings,14129,CARE Ratings Ltd,Credit Rating Agencies,Miscellaneous - Medium / Small
Jump Networks,14132,Jump Networks Ltd,Entertainment,Entertainment - Content Providers
Oracle Fin.Serv.,14133,Oracle Financial Services Software Ltd,IT - Software,Computers - Software - Medium / Small
Milestone Global,14137,Milestone Global Ltd,Miscellaneous,Granite & Marble - Large
Naisargik Agri.,14151,Naisargik Agritech (India) Ltd,Miscellaneous,Floriculture / Tissue Culture
Birla Tyres,14155,Birla Tyres Ltd,Tyres,Tyres - Medium / Small
NBCC,14159,NBCC (India) Ltd,Realty,Construction - Civil / Turnkey - Large
ETT Ltd,14177,ETT Ltd,Infrastructure Developers & Operators,Construction - Factories / Offices / Commercial
Computech Intl.,14181,Computech International Ltd,IT - Software,Computers - Software - Medium / Small
Vitan Agro Inds.,14185,Vitan Agro Industries Ltd,Trading,Trading - Medium / Small
Prestige Estates,14192,Prestige Estates Projects Ltd,Realty,Construction - Housing - Large
Cerebra Integr.,14207,Cerebra Integrated Technologies Ltd,IT - Hardware,Computers - Peripherals / Accessories
Lyons Corporate,14222,Lyons Corporate Market Ltd,Finance,Finance - Small
Garden Reach Sh.,14229,Garden Reach Shipbuilders & Engineers Ltd,Ship Building,Ship - Breaking / Repairing
India Power Corp,14240,India Power Corporation Ltd,Power Generation & Distribution,Power Generation And Supply
Gradiente Info.,14243,Gradiente Infotainment Ltd,Entertainment,Entertainment - Content Providers
Purohit Const.,14266,Purohit Construction Ltd,Construction,Construction - Housing - Medium / Small
Morarjee Text.,14270,Morarjee Textiles Ltd,Textiles,Textiles - Others
Tuscon Exports,14274,Tuscon Exports Ltd,Trading,Trading - Medium / Small
Lokesh Mach.,14275,Lokesh Machines Ltd,Capital Goods-Non Electrical Equipment,Machine Tools - Others
Twinstar Indus.,14279,Twinstar Industries Ltd,IT - Software,Computers - Software - Medium / Small
Inertia Steel,14328,Inertia Steel Ltd,Trading,Trading - Medium / Small
Denis Chem Lab,14329,Denis Chem Lab Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs
Bhagwan.Auto Fin,14343,Bhagwandas Auto Finance Ltd,Finance,Finance - Small
Pokarna,14347,Pokarna Ltd,Miscellaneous,Granite & Marble - Large
Mahanagar Gas,14350,Mahanagar Gas Ltd,Gas Distribution,Gas Distribution
Padmanabh Alloys,14352,Padmanabh Alloys & Polymers Ltd,Plastic products,Plastics - Others
Class. Gl. Fin.,14365,Classic Global Finance & Capital Ltd,Finance,Finance - Small
Arih.Found.Hsg.,14369,Arihant Foundations & Housing Ltd,Realty,Construction - Housing - Medium / Small
Orchid Securitie,14370,Orchid Securities Ltd,Finance,Finance - Small
Marvel Vinyls,14389,Marvel Vinyls Ltd,Plastic products,Plastics - Sheets
Kamper Concast,14392,Kamper Concast Ltd,Steel,Steel - Rolling
Filmcity Media,14401,Filmcity Media Ltd,Entertainment,Entertainment - Content Providers
Cyber Media Ind,14411,Cyber Media (India) Ltd,Online Media,Entertainment - Electronic Media
BMB Music,14412,BMB Music & Magnetics Ltd,Entertainment,Entertainment - Content Providers
Asya Infosoft,14414,Asya Infosoft Ltd,Miscellaneous,Miscellaneous - Medium / Small
Scientific Inst.,14428,Scientific Instrument Company Ltd,Consumer Durables,Electronics - Instrumentation And Process Control
Suvidha Infra.,14445,Suvidha Infraestate Corporation Ltd,Realty,Construction - Factories / Offices / Commercial
Centenial Surgic,14457,Centenial Surgical Suture Ltd,Healthcare,Medical Accessories / Disposables
Arnav Corp.,14463,Arnav Corporation Ltd,Trading,Trading - Medium / Small
ETL Infra,14466,ETL Infrastructure Finance Ltd,Finance,Finance - Investment / Others
Ajanta Pharma,14476,Ajanta Pharma Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Vertex Secur.,14478,Vertex Securities Ltd,Finance,Finance - Investment / Others
Sanyo Impex,14482,Sanyo Impex Ltd,Trading,Trading - Medium / Small
Phosphate Co,14483,The Phosphate Company Ltd,Fertilizers,Fertilizers - Phosphatic - Single Super Phosphate
Unipro Technolgy,14503,Unipro Technologies Ltd,IT - Software,Computers - Software - Medium / Small
GRM Overseas,14504,GRM Overseas Ltd,FMCG,Food - Proccesing - Rice
Archies,14510,Archies Ltd,Retail,Trading - Medium / Small
Sardar Sar.Narm.,14511,Sardar Sarovar Narmada Nigam Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Mayur Leather,14515,Mayur Leather Products Ltd,Leather,Leather / Synthetic Footware - Medium / Small
Hilltone Indl.,14516,Hilltone Industrial Gases Ltd,Chemicals,Industrial Gas
Deep Diamond,14517,Deep Diamond India Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Medium / Small
Saffron Industri,14546,Saffron Industries Ltd,Paper,Paper - Medium / Small
Hittco Tools,14548,Hittco Tools Ltd,Capital Goods-Non Electrical Equipment,Machine Tools - Others
India Infras.,14551,India Infraspace Ltd,Trading,Trading - Medium / Small
Indiana Current,14583,Indiana Current Control Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
Chowhan Exports,14589,Chowhan Exports Ltd,Trading,Trading - Medium / Small
Nouveau Global,14602,Nouveau Global Ventures Ltd,Trading,Trading - Medium / Small
Blue Chip India,14606,Blue Chip India Ltd,Finance,Finance - Small
Meyer Apparel,14608,Meyer Apparel Ltd,Readymade Garments/ Apparells,Textiles - Readymade Apparel
Cyient,14618,Cyient Ltd,IT - Software,Computers - Software - Medium / Small
Apex Capital,14622,Apex Capital Market Ltd,Finance,Finance - Small
Octal Credit Cap,14642,Octal Credit Capital Ltd,Finance,Finance - Small
Goldstone Tech.,14646,Goldstone Technologies Ltd,IT - Software,Computers - Software - Medium / Small
Nitco,14651,Nitco Ltd,Ceramic Products,Ceramics - Tiles
Narendra Prop.,14666,Narendra Properties Ltd,Construction,Construction - Housing - Medium / Small
GKB Ophthalmics,14668,GKB Ophthalmics Ltd,FMCG,Personal Care - Indian - Medium / Small
Newgen Software,14672,Newgen Software Technologies Ltd,IT - Software,Computers - Software - Medium / Small
Naturite Agro,14680,Naturite Agro Products Ltd,FMCG,Food - Processing - Others
Hitkari China,14685,Hitkari China Ltd,Ceramic Products,Ceramics - Sanitaryware / Others
Diamond Shipping,14691,Diamond Shipping Company Ltd,Shipping,Shipping - medium / small
Naraingarh Sugar,14707,Naraingarh Sugar Mills Ltd,Sugar,Sugar - Others
Technofab Engg.,14709,Technofab Engineering Ltd,Infrastructure Developers & Operators,Engineering - Turnkey Services
Source Natural,14711,Source Natural Foods & Herbal Supplements Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
M K Exim India,14738,M K Exim (India) Ltd,Textiles,Textiles - Hosiery / Knitwear
Manaksia,14741,Manaksia Ltd,Non Ferrous Metals,Metal - Others
Cella Space,14744,Cella Space Ltd,Paper,Paper - Medium / Small
Step Two Corp.,14761,Step Two Corporation Ltd,Finance,Finance - Small
Variman Global,14764,Variman Global Enterprises Ltd,Construction,Construction - Factories / Offices / Commercial
Veronica Product,14771,Veronica Production Ltd,Entertainment,Entertainment - Content Providers
MOIL,14775,MOIL Ltd,Mining & Mineral products,Mining / Minerals
Duke Offshore,14778,Duke Offshore Ltd,Oil Drill/Allied,Oil Exploration / Allied Services
Panch. Holiday,14793,Panchvati Holiday Resort Ltd,Hotels & Restaurants,Hotels - Resorts
G M D C,14797,Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,Mining / Minerals
Cont. Controls,14801,Continental Controls Ltd,Capital Goods - Electrical Equipment,Electric Equipment - Switchgears/Relays/Circuits
Suzlon Energy,14813,Suzlon Energy Ltd,Capital Goods - Electrical Equipment,Electric Equipment - Gensets / Turbines
Exquisite Export,14817,Exquisite Exports Ltd,IT - Software,Computers - Software - Medium / Small
Suraj Stone Corp,14842,Suraj Stone Corporation Ltd,Finance,Finance - Investment / Others
Gujarat Foils,14845,Gujarat Foils Ltd,Non Ferrous Metals,Aluminium - Sheets / Coils / Wires / Others
Unison Metals,14852,Unison Metals Ltd,Steel,Steel - Rolling
Poly Medicure,14853,Poly Medicure Ltd,Healthcare,Medical Accessories / Disposables
Bhagiradha Chem.,14857,Bhagiradha Chemicals & Industries Ltd,Agro Chemicals,Pesticides / Agrochemicals - Indian - Medium/Small
TVS Elec.,14861,TVS Electronics Ltd,IT - Hardware,Computers - Peripherals / Accessories
Interactive Fin,14864,Interactive Financial Services Ltd,IT - Software,Computers - Software - Medium / Small
Omkar Overseas,14871,Omkar Overseas Ltd,Trading,Trading - Medium / Small
Vishvas Business,14902,Vishvas Business Associates Ltd,Finance,Finance - Small
Cont. Fiscal,14927,Continental Fiscal Management Ltd,Finance,Finance - Small
Tejassvi Aaharam,14953,Tejassvi Aaharam Ltd,Textiles,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg
Monind,14960,Monind Ltd,Mining & Mineral products,Ferro Alloys
Natl. Gen. Inds.,14965,National General Industries Ltd,Steel,Steel - Rolling
Ganga Papers,14968,Ganga Papers India Ltd,Paper,Paper - Medium / Small
Advik Labs.,14970,Advik Laboratories Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Nag. Agri Tech.,14972,Nagarjuna Agri Tech Ltd,Miscellaneous,Floriculture / Tissue Culture
Classic Filament,14978,Classic Filaments Ltd,Trading,Trading - Medium / Small
Ace Soft. Exp.,15007,Ace Software Exports Ltd,IT - Software,Computers - Software - Medium / Small
Trinity League,15019,Trinity League India Ltd,Finance,Finance - Investment / Others
Mishra Dhatu Nig,15035,Mishra Dhatu Nigam Ltd,Steel,Steel - Medium / Small
Parmeshwari Silk,15046,Parmeshwari Silk Mills Ltd,Textiles,Textiles - Weaving
Tridev Infra.,15108,Tridev InfraEstates Ltd,Finance,Finance - Investment / Others
Subex,15119,Subex Ltd,IT - Software,Computers - Software - Medium / Small
Roadways India,15129,Roadways India Ltd,Logistics,Transport - Road
Rish.Digh.Steel,15187,Rishabh Digha Steel & Allied Products Ltd,Steel,Steel - Rolling
California Soft.,15194,California Software Company Ltd,IT - Software,Computers - Software - Medium / Small
Ortel Commu.,15196,Ortel Communications Ltd,Entertainment,Entertainment - Electronic Media
Eon Elect.,15220,Eon Electric Ltd,Capital Goods - Electrical Equipment,Electric Equipment - Switchgears/Relays/Circuits
Sam Industries,15221,Sam Industries Ltd,Realty,Construction - Factories / Offices / Commercial
Gati,15228,Gati Ltd,Logistics,Couriers
Pondy Oxides,15259,Pondy Oxides & Chemicals Ltd,Chemicals,Chemicals - Inorganic - Large
Cistro Telelink,15293,Cistro Telelink Ltd,Trading,Trading - Medium / Small
Indergiri Fin.,15314,Indergiri Finance Ltd,Finance,Finance - Small
JP Power Ven.,15342,Jaiprakash Power Ventures Ltd,Power Generation & Distribution,Power Generation And Supply
Rupa & Co,15353,Rupa & Company Ltd,Readymade Garments/ Apparells,Textiles - Readymade Apparel
PCI Papers,15362,PCI Papers Ltd,Packaging,Packaging - Others
Quintegra Soln.,15363,Quintegra Solutions Ltd,IT - Software,Computers - Software - Medium / Small
Midland Polymers,15372,Midland Polymers Ltd,Packaging,Packaging - Others
Cawnpore Sugar,15374,Cawnpore Sugar Works Ltd,Sugar,Sugar - Others
Rakhi Ispat All.,15388,Rakhi Ispat Alloys (India) Ltd,Steel,Steel - Medium / Small
Pushpsons Inds,15441,Pushpsons Industries Ltd,Textiles,Textiles - Weaving
Sen Pet (India),15442,Sen Pet (India) Ltd,Petrochemicals,Petrochemicals - Polymers - Medium / Small
Adit.Birla Money,15443,Aditya Birla Money Ltd,Stock/ Commodity Brokers,Securities/Commodities Trading Services
H P M Inds.,15462,H P M Industries Ltd,Agro Chemicals,Pesticides / Agrochemicals - Indian - Medium/Small
Knitworth Export,15469,Knitworth Exports Ltd,Textiles,Textiles - Socks
South East Agro,15480,South East Agro Industries Ltd,Edible Oil,Solvent Extraction - Medium / Small
Karanpura Devp.,15513,Karanpura Development Company Ltd,Mining & Mineral products,Mining / Minerals
Creative Eye,15514,Creative Eye Ltd,Entertainment,Entertainment - Content Providers
UFM Industries,15542,UFM Industries Ltd,FMCG,Food - Processing - Atta / Rava / Sooji
Tirup. Fin-Lease,15590,Tirupati Fin-Lease Ltd,Finance,Finance - Small
BAMPSL Sec.,15604,BAMPSL Securities Ltd,Finance,Finance - Small
GE Cap.Asset Mgt,15612,GE Capital Asset Management Company Ltd,Finance,Finance - Small
Pioneer Fin,15613,Pioneer Financial & Management Services Ltd,Finance,Finance - Investment / Others
ISC Udyog,15631,ISC Udyog Ltd,Miscellaneous,Floriculture / Tissue Culture
Alka Diamond Ind,15639,Alka Diamond Industries Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Medium / Small
F Mec Intl. Fin.,15653,F Mec International Financial Services Ltd,Finance,Finance - Investment / Others
New Light Appare,15658,New Light Apparels Ltd,Trading,Trading - Medium / Small
Aris Interna.,15672,Aris International Ltd,IT - Software,Computers - Software - Medium / Small
Sueryaa Knitwear,15674,Sueryaa Knitwear Ltd,Textiles,Textiles - Others
Hind.Bio Science,15700,Hindustan Bio Sciences Ltd,Pharmaceuticals,Biotechnology
Betala Glob.Sec.,15746,Betala Global Securities Ltd,Finance,Finance - Small
Tribhuvan Hsg.,15748,Tribhuvan Housing Ltd,Realty,Construction - Housing - Medium / Small
Yamuna Syndicate,15783,Yamuna Syndicate Ltd,Trading,Trading - Medium / Small
FDC,15798,FDC Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
Sunflag Filament,15802,Sunflag Filaments Ltd,Textiles,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg
KG Petrochem,15825,KG Petrochem Ltd,Textiles,Textiles - Others
AKS Bearings,15840,AKS Bearings Ltd,Auto Ancillaries,Bearings - Medium / Small
Niryat Sam App.,15854,Niryat Sam Apparels (India) Ltd,Readymade Garments/ Apparells,Textiles - Readymade Apparel
Marson's Textile,15866,Marsons Textiles Ltd,Textiles,Textiles - Cotton Yarn - Open-Ended Spinning
Alps Motor Fin,15871,Alps Motor Finance Ltd,Finance,Finance - Medium
Nakamichi Secur.,15872,Nakamichi Securities Ltd,Finance,Finance - Investment / Others
Trilogic Digital,15876,Trilogic Digital Media Ltd,Entertainment,Entertainment - Electronic Media
Gland Pharma,15877,Gland Pharma Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs
Jubilant Food.,15918,Jubilant Foodworks Ltd,Quick Service Restaurant,Food And Dairy Products - Multinational
Cinevista,15928,Cinevista Ltd,Entertainment,Entertainment - Content Providers
Good Value Irrgn,15934,Good Value Irrigation Ltd,Plastic products,Plastics - Drip Irrigation
J M D Alloys,15937,J M D Alloys Ltd,Steel,Steel - Medium / Small
DCB Bank,15966,DCB Bank Ltd,Banks,Banks - Private Sector
Kemicare Product,16005,Kemicare Products Ltd,Edible Oil,Solvent Extraction - Medium / Small
Silicon Valley,16012,Silicon Valley Infotech Ltd,Finance,Finance - Investment / Others
Ankur Drugs,16020,Ankur Drugs & Pharma Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
PVR,16026,PVR Ltd,Entertainment,Entertainment - Content Providers
Mittal Steel,16052,Mittal Steel Ltd,Steel,Steel - Rolling
Gogia Capital,16068,Gogia Capital Services Ltd,Finance,Finance - Small
Universal Multi.,16072,Universal Multimedia Ltd,Finance,Finance - Investment / Others
Generic Pharma.,16077,Generic Pharmasec Ltd,Chemicals,Dyes - Intermediate
Prerna Infra.,16093,Prerna Infrabuild Ltd,Realty,Construction - Civil / Turnkey - Medium / Small
Innocorp,16110,Innocorp Ltd,Plastic products,Plastics - Others
MRO-TEK Realty,16131,MRO-TEK Realty Ltd,IT - Hardware,Computers - Hardware - Medium / Small
Teage,16166,Teage Ltd,FMCG,Food - Processing - Others
Stampede Cap.,16180,Stampede Capital Ltd,Finance,Finance - Investment / Others
Gennex Lab.,16219,Gennex Laboratories Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs
Vidhi Specialty,16221,Vidhi Specialty Food Ingredients Ltd,Chemicals,Dyes And Pigments - Medium / Small
Aroma Ent.,16225,Aroma Enterprises (India) Ltd,Trading,Trading - Medium / Small
Globus Corp.,16248,Globus Corporation Ltd,Non Ferrous Metals,Aluminium - Sheets / Coils / Wires / Others
Maithan Alloys,16305,Maithan Alloys Ltd,Mining & Mineral products,Ferro Alloys
Gateway Distr.,16341,Gateway Distriparks Ltd,Logistics,Miscellaneous - Medium / Small
Eider Infotech,16379,Eider Infotech Ltd,IT - Software,IT Enabled Services / Business Process Outsourcing
Camson Bio Tech.,16427,Camson Bio Technologies Ltd,Miscellaneous,Floriculture / Tissue Culture
Lahoti Overseas,16437,Lahoti Overseas Ltd,Trading,Trading - Medium / Small
Jyothy Labs,16438,Jyothy Labs Ltd,FMCG,Personal Care - Indian - Large
Surya Chak.Pow.,16454,Surya Chakra Power Corporation Ltd,Power Generation & Distribution,Power Generation And Supply
Primax Fiscal,16474,Primax Fiscal Services Ltd,Finance,Finance - Small
Parle Industries,16500,Parle Industries Ltd,Realty,Construction - Factories / Offices / Commercial
Biocon,16541,Biocon Ltd,Pharmaceuticals,Biotechnology
VSD Confin,16589,VSD Confin Ltd,Construction,Construction - Housing - Medium / Small
